time(ms),accX(G),accY(G),accZ(G)
1390.254,1.11157,-0.65552,0.86279
1391.173,1.1958,-0.63989,0.84814
1392.091,1.29761,-0.62646,0.83276
1393.01,1.39893,-0.61133,0.80835
1393.929,1.39893,-0.61133,0.80835
1394.848,1.49634,-0.59644,0.78882
1395.767,1.61011,-0.58228,0.76758
1396.691,1.71289,-0.57202,0.73779
1397.609,1.80859,-0.56152,0.70508
1398.528,1.90869,-0.55371,0.66919
1399.454,1.98431,-0.55518,0.62891
1400.373,1.98431,-0.55151,0.58813
1401.291,1.98431,-0.55713,0.55542
1402.21,1.98431,-0.56934,0.51587
1403.129,1.98431,-0.57861,0.46167
1404.051,1.98431,-0.59863,0.39844
1404.97,1.98431,-0.62695,0.33179
1405.889,1.98431,-0.65576,0.26782
1406.808,1.98431,-0.65576,0.26782
1407.73,1.98431,-0.68164,0.1936
1408.649,1.98431,-0.71313,0.11108
1409.568,1.98431,-0.74023,0.01465
1410.494,1.98431,-0.75708,-0.08862
1411.413,1.98431,-0.78003,-0.18652
1412.331,1.98431,-0.81201,-0.2832
1413.254,1.98431,-0.83545,-0.38208
1414.173,1.98431,-0.85107,-0.49463
1415.091,1.98431,-0.86548,-0.61035
1416.01,1.98431,-0.88037,-0.73535
1416.929,1.98431,-0.87769,-0.87622
1417.848,1.98431,-0.86475,-1.02271
1418.767,1.98431,-0.86475,-1.02271
1419.691,1.98431,-0.85742,-1.16455
1420.609,1.98431,-0.83618,-1.2959
1421.528,1.98431,-0.80835,-1.43042
1422.454,1.98431,-0.79834,-1.55908
1423.373,1.98431,-0.80518,-1.66406
1424.291,1.98431,-0.81128,-1.75781
1425.21,1.98431,-0.82129,-1.83105
1426.129,1.98431,-0.81909,-1.90576
1427.051,1.98431,-0.81689,-1.9834
1427.97,1.98431,-0.8252,-2.0
1428.889,1.98431,-0.83081,-2.0
1429.808,1.98431,-0.83496,-2.0
1430.73,1.98431,-0.83496,-2.0
1431.649,1.98431,-0.83789,-2.0
1432.568,1.98431,-0.84106,-2.0
1433.494,1.98431,-0.83691,-2.0
1434.413,1.98431,-0.84058,-2.0
1435.331,1.98431,-0.84863,-2.0
1436.254,1.98431,-0.854,-1.98511
1437.173,1.98431,-0.8479,-1.93457
1438.091,1.98431,-0.83154,-1.87695
1439.01,1.98431,-0.83472,-1.7981
1439.929,1.98431,-0.83594,-1.7019
1440.848,1.98431,-0.82104,-1.60571
1441.767,1.98431,-0.79883,-1.4978
1442.691,1.98431,-0.78027,-1.38574
1443.609,1.98431,-0.78027,-1.38574
1444.528,1.98431,-0.7688,-1.26733
1445.454,1.98431,-0.76367,-1.13525
1446.373,1.98431,-0.76147,-1.01855
1447.291,1.98431,-0.76221,-0.90259
1448.21,1.98431,-0.77051,-0.77441
1449.129,1.98431,-0.76709,-0.65894
1450.051,1.98431,-0.7583,-0.55884
1450.97,1.98431,-0.74951,-0.45776
1451.889,1.98431,-0.73511,-0.3562
1452.808,1.98431,-0.7251,-0.26025
1453.73,1.98431,-0.71777,-0.16943
1454.649,1.98431,-0.70825,-0.08374
1455.568,1.98431,-0.70825,-0.08374
1456.494,1.98431,-0.6936,0.0022
1457.413,1.98431,-0.68481,0.0835
1458.331,1.98431,-0.67432,0.15991
1459.254,1.98431,-0.66162,0.2417
1460.173,1.98431,-0.64844,0.31812
1461.091,1.98431,-0.63818,0.39258
1462.01,1.98431,-0.64062,0.47534
1462.929,1.98431,-0.63892,0.54541
1463.848,1.98431,-0.63623,0.60962
1464.767,1.98431,-0.63818,0.67041
1465.691,1.98431,-0.64771,0.72559
1466.609,1.98431,-0.65234,0.76807
1467.528,1.98431,-0.65234,0.76807
1468.454,1.97217,-0.65283,0.81299
1469.373,1.93262,-0.65796,0.85938
1470.291,1.86401,-0.66626,0.89722
1471.21,1.79639,-0.67261,0.93579
1472.129,1.72729,-0.66772,0.9668
1473.051,1.65186,-0.66504,0.98926
1473.97,1.56714,-0.66919,1.00488
1474.889,1.48364,-0.67285,1.02905
1475.808,1.40356,-0.67554,1.03857
1476.73,1.31177,-0.67773,1.04004
1477.649,1.21484,-0.67847,1.05518
1478.568,1.11987,-0.6792,1.05908
1479.494,1.03125,-0.67969,1.05029
1480.413,1.03125,-0.67969,1.05029
1481.331,0.9397,-0.68091,1.0481
1482.254,0.85864,-0.6814,1.04517
1483.173,0.77588,-0.6814,1.03857
1484.091,0.6792,-0.68335,1.03296
1485.01,0.5896,-0.68018,1.00928
1485.929,0.51953,-0.67993,0.9812
1486.848,0.44116,-0.67676,0.96973
1487.767,0.3623,-0.67065,0.96704
1488.691,0.29419,-0.66235,0.95898
1489.609,0.20752,-0.65771,0.9397
1490.528,0.12744,-0.65356,0.927
1491.454,0.05078,-0.63843,0.93408
1492.373,0.05078,-0.63843,0.93408
1493.291,-0.0354,-0.63306,0.94092
1494.21,-0.11255,-0.61987,0.95581
1495.129,-0.19531,-0.60156,0.97949
1496.051,-0.2832,-0.58496,1.00366
1496.97,-0.36792,-0.56128,1.0415
1497.889,-0.46313,-0.54272,1.08008
1498.808,-0.55762,-0.52319,1.125
1499.73,-0.65308,-0.50269,1.18237
1500.649,-0.73975,-0.47266,1.2439
1501.568,-0.83423,-0.43677,1.30957
1502.494,-0.94531,-0.4104,1.38037
1503.413,-1.04199,-0.38354,1.45508
1504.331,-1.04199,-0.38354,1.45508
1505.254,-1.14478,-0.35376,1.54053
1506.173,-1.25659,-0.3208,1.63379
1507.091,-1.35913,-0.27905,1.72168
1508.01,-1.46021,-0.25415,1.80518
1508.929,-1.56274,-0.22754,1.89038
1509.848,-1.66089,-0.18188,1.97095
1510.767,-1.75635,-0.13818,1.98431
1511.691,-1.85498,-0.08887,1.98431
1512.609,-1.94727,-0.04224,1.98431
1513.528,-2.0,0.0061,1.98431
1514.454,-2.0,0.04248,1.98431
1515.373,-2.0,0.08154,1.98431
1516.291,-2.0,0.13281,1.98431
1517.21,-2.0,0.13281,1.98431
1518.129,-2.0,0.16431,1.98431
1519.051,-2.0,0.20044,1.98431
1519.97,-2.0,0.23413,1.98431
1520.889,-2.0,0.25488,1.98431
1521.808,-2.0,0.28931,1.98431
1522.73,-2.0,0.3208,1.98431
1523.649,-2.0,0.34399,1.98431
1524.568,-2.0,0.36841,1.98431
1525.494,-2.0,0.39429,1.98431
1526.413,-2.0,0.41602,1.98431
1527.331,-2.0,0.43018,1.98431
1528.254,-2.0,0.44312,1.98431
1529.173,-2.0,0.44312,1.98431
1530.091,-2.0,0.44678,1.98431
1531.01,-2.0,0.43872,1.98431
1531.929,-2.0,0.43188,1.98431
1532.848,-2.0,0.42261,1.95239
1533.767,-2.0,0.40381,1.8999
1534.691,-2.0,0.37354,1.84717
1535.609,-2.0,0.34741,1.7937
1536.528,-2.0,0.32129,1.74902
1537.454,-1.96313,0.28833,1.7085
1538.373,-1.8728,0.26416,1.66162
1539.291,-1.77759,0.2334,1.61401
1540.21,-1.68506,0.20215,1.57544
1541.129,-1.68506,0.20215,1.57544
1542.051,-1.58374,0.16797,1.53906
1542.97,-1.47607,0.12866,1.49951
1543.889,-1.37646,0.09253,1.47534
1544.808,-1.27075,0.05566,1.45264
1545.73,-1.16187,0.02637,1.41992
1546.649,-1.0686,0.00269,1.39478
1547.568,-0.98267,-0.02563,1.36816
1548.494,-0.89282,-0.05127,1.34375
1549.413,-0.80273,-0.07959,1.32129
1550.331,-0.71191,-0.11206,1.30078
1551.254,-0.62915,-0.13477,1.28833
1552.173,-0.56494,-0.15405,1.27466
1553.091,-0.50049,-0.18164,1.25269
1554.01,-0.50049,-0.18164,1.25269
1554.929,-0.42676,-0.21362,1.22656
1555.848,-0.3501,-0.24072,1.20239
1556.767,-0.28174,-0.27466,1.18018
1557.691,-0.22339,-0.30127,1.15479
1558.609,-0.16406,-0.323,1.12036
1559.528,-0.1106,-0.34937,1.09595
1560.454,-0.05029,-0.36914,1.07666
1561.373,0.01367,-0.39746,1.06055
1562.291,0.06079,-0.42944,1.03906
1563.21,0.11597,-0.45386,1.01978
1564.129,0.17432,-0.4668,1.00732
1565.051,0.22485,-0.48022,0.9978
1565.97,0.22485,-0.48022,0.9978
1566.889,0.28149,-0.49365,0.98755
1567.808,0.32959,-0.51074,0.98193
1568.73,0.38037,-0.52686,0.97974
1569.649,0.44385,-0.53149,0.9707
1570.568,0.49658,-0.53564,0.95386
1571.494,0.55029,-0.53931,0.93774
1572.413,0.60962,-0.53979,0.92554
1573.331,0.67383,-0.53638,0.91675
1574.254,0.74243,-0.53613,0.91064
1575.173,0.81665,-0.5293,0.89331
1576.091,0.88867,-0.52075,0.8855
1577.01,0.9729,-0.51685,0.87378
1577.929,0.9729,-0.51685,0.87378
1578.848,1.05542,-0.51221,0.85522
1579.767,1.1311,-0.50781,0.8418
1580.691,1.21948,-0.50342,0.83081
1581.609,1.30518,-0.49976,0.81494
1582.528,1.39648,-0.49097,0.79468
1583.454,1.48364,-0.48804,0.78784
1584.373,1.57104,-0.48242,0.76733
1585.291,1.65356,-0.48096,0.72461
1586.21,1.73608,-0.47925,0.69995
1587.129,1.8269,-0.47778,0.67212
1588.051,1.91113,-0.48828,0.62891
1588.97,1.98431,-0.49683,0.58301
1589.889,1.98431,-0.50366,0.53833
1590.808,1.98431,-0.50366,0.53833
1591.73,1.98431,-0.51587,0.48901
1592.649,1.98431,-0.53442,0.43115
1593.568,1.98431,-0.54565,0.37915
1594.494,1.98431,-0.55688,0.32837
1595.413,1.98431,-0.57275,0.271
1596.331,1.98431,-0.59766,0.20947
1597.254,1.98431,-0.62964,0.14526
1598.173,1.98431,-0.64893,0.07031
1599.091,1.98431,-0.66504,-0.01001
1600.01,1.98431,-0.68433,-0.10449
1600.929,1.98431,-0.7063,-0.2207
1601.848,1.98431,-0.71899,-0.3335
1602.767,1.98431,-0.71899,-0.3335
1603.691,1.98431,-0.72266,-0.44995
1604.609,1.98431,-0.72998,-0.57397
1605.528,1.98431,-0.73633,-0.69995
1606.454,1.98431,-0.73877,-0.82935
1607.373,1.98431,-0.73804,-0.95288
1608.291,1.98431,-0.74561,-1.07715
1609.21,1.98431,-0.75171,-1.20581
1610.129,1.98431,-0.75806,-1.32227
1611.051,1.98431,-0.76904,-1.43115
1611.97,1.98431,-0.78735,-1.54272
1612.889,1.98431,-0.8042,-1.63086
1613.808,1.98431,-0.81128,-1.71069
1614.73,1.98431,-0.81128,-1.71069
1615.649,1.98431,-0.83081,-1.77368
1616.568,1.98431,-0.85571,-1.82251
1617.494,1.98431,-0.87549,-1.87402
1618.413,1.98431,-0.896,-1.91528
1619.331,1.98431,-0.90308,-1.94531
1620.254,1.98431,-0.90527,-1.95947
1621.173,1.98431,-0.91846,-1.96948
1622.091,1.98431,-0.92603,-1.97046
1623.01,1.98431,-0.91089,-1.96045
1623.929,1.98431,-0.89844,-1.94824
1624.848,1.98431,-0.90991,-1.92505
1625.767,1.98431,-0.91675,-1.89136
1626.691,1.98431,-0.92383,-1.84326
1627.609,1.98431,-0.92383,-1.84326
1628.528,1.98431,-0.92651,-1.78442
1629.454,1.98431,-0.92285,-1.72046
1630.373,1.98431,-0.92188,-1.6521
1631.291,1.98431,-0.90747,-1.57227
1632.21,1.98431,-0.88892,-1.47803
1633.129,1.98431,-0.86401,-1.38062
1634.051,1.98431,-0.83862,-1.28149
1634.97,1.98431,-0.81567,-1.18506
1635.889,1.98431,-0.79932,-1.08276
1636.808,1.98431,-0.78711,-0.97046
1637.73,1.98431,-0.77393,-0.86206
1638.649,1.98431,-0.76489,-0.74829
1639.568,1.98431,-0.76489,-0.74829
1640.494,1.98431,-0.75366,-0.63965
1641.413,1.98431,-0.74561,-0.54639
1642.331,1.98431,-0.73584,-0.4502
1643.254,1.98431,-0.71802,-0.35278
1644.173,1.98431,-0.698,-0.26123
1645.091,1.98431,-0.67578,-0.17236
1646.01,1.98431,-0.64746,-0.0835
1646.929,1.98431,-0.62549,0.00806
1647.848,1.98431,-0.61743,0.09448
1648.767,1.98431,-0.59912,0.17627
1649.691,1.98431,-0.57544,0.2605
1650.609,1.98431,-0.56763,0.3418
1651.528,1.98431,-0.56763,0.3418
1652.454,1.98431,-0.56494,0.41919
1653.373,1.98431,-0.56226,0.49683
1654.291,1.98431,-0.56079,0.56665
1655.21,1.98431,-0.56641,0.63306
1656.129,1.98431,-0.56836,0.70117
1657.051,1.98431,-0.56641,0.76245
1657.97,1.97437,-0.57056,0.8186
1658.889,1.92627,-0.56787,0.87354
1659.808,1.87036,-0.56885,0.91943
1660.73,1.80591,-0.57104,0.96021
1661.649,1.73242,-0.57349,0.9978
1662.568,1.65771,-0.58154,1.02783
1663.494,1.58691,-0.58179,1.05493
1664.413,1.58691,-0.58179,1.05493
1665.331,1.50757,-0.58203,1.07129
1666.254,1.42993,-0.58008,1.08813
1667.173,1.35669,-0.57568,1.09424
1668.091,1.2749,-0.57886,1.08765
1669.01,1.17749,-0.58325,1.08545
1669.929,1.09937,-0.57983,1.0791
1670.848,1.03296,-0.56958,1.07031
1671.767,0.94189,-0.56641,1.05908
1672.691,0.85156,-0.57227,1.04468
1673.609,0.771,-0.57373,1.02563
1674.528,0.68091,-0.57642,0.99121
1675.454,0.59912,-0.57129,0.96948
1676.373,0.59912,-0.57129,0.96948
1677.291,0.52075,-0.56714,0.95898
1678.21,0.44653,-0.56714,0.94092
1679.129,0.37402,-0.55737,0.93652
1680.051,0.30176,-0.55542,0.93848
1680.97,0.22974,-0.55103,0.92578
1681.889,0.15405,-0.54712,0.91821
1682.808,0.08667,-0.55078,0.93164
1683.73,0.02344,-0.54907,0.93457
1684.649,-0.04907,-0.54028,0.94189
1685.568,-0.12476,-0.52393,0.96118
1686.494,-0.19849,-0.50806,0.97461
1687.413,-0.27344,-0.49048,0.99243
1688.331,-0.34937,-0.47388,1.02783
1689.254,-0.34937,-0.47388,1.02783
1690.173,-0.4314,-0.45581,1.06909
1691.091,-0.52222,-0.43774,1.1167
1692.01,-0.60938,-0.41943,1.16479
1692.929,-0.68335,-0.3916,1.21021
1693.848,-0.76074,-0.36279,1.27051
1694.767,-0.84497,-0.33228,1.32617
1695.691,-0.9314,-0.30835,1.39648
1696.609,-1.02271,-0.2854,1.47632
1697.528,-1.10889,-0.25952,1.54248
1698.454,-1.19531,-0.23828,1.61426
1699.373,-1.28564,-0.20996,1.69434
1700.291,-1.3689,-0.18066,1.76807
1701.21,-1.3689,-0.18066,1.76807
1702.129,-1.46948,-0.13818,1.83228
1703.051,-1.56836,-0.08765,1.88721
1703.97,-1.65405,-0.05713,1.93433
1704.889,-1.73145,-0.01392,1.97192
1705.808,-1.80298,0.0354,1.98431
1706.73,-1.87891,0.07593,1.98431
1707.649,-1.94287,0.12109,1.98431
1708.568,-2.0,0.16089,1.98431
1709.494,-2.0,0.19434,1.98431
1710.413,-2.0,0.23169,1.98431
1711.331,-2.0,0.2583,1.98431
1712.254,-2.0,0.27417,1.98431
1713.173,-2.0,0.27417,1.98431
1714.091,-2.0,0.29834,1.98431
1715.01,-2.0,0.31689,1.98431
1715.929,-2.0,0.33374,1.98431
1716.848,-2.0,0.34839,1.98431
1717.767,-2.0,0.36353,1.98431
1718.691,-2.0,0.38086,1.98431
1719.609,-2.0,0.39136,1.98431
1720.528,-2.0,0.41064,1.98431
1721.454,-2.0,0.41504,1.98431
1722.373,-2.0,0.40552,1.98431
1723.291,-2.0,0.40942,1.98431
1724.21,-2.0,0.40186,1.98431
1725.129,-2.0,0.37817,1.98431
1726.051,-2.0,0.37817,1.98431
1726.97,-2.0,0.36182,1.97803
1727.889,-1.9729,0.3457,1.92505
1728.808,-1.9043,0.31885,1.88232
1729.73,-1.84521,0.28857,1.85205
1730.649,-1.78564,0.25781,1.8147
1731.568,-1.72412,0.22461,1.77148
1732.494,-1.65063,0.19653,1.7229
1733.413,-1.56812,0.16846,1.67407
1734.331,-1.48706,0.13306,1.63477
1735.254,-1.41577,0.10815,1.59033
1736.173,-1.32715,0.08276,1.53638
1737.091,-1.24487,0.04712,1.4939
1738.01,-1.24487,0.04712,1.4939
1738.929,-1.17798,0.0105,1.45557
1739.848,-1.11084,-0.02197,1.41406
1740.767,-1.03638,-0.04712,1.38037
1741.691,-0.95581,-0.073,1.35327
1742.609,-0.88647,-0.09863,1.32178
1743.528,-0.823,-0.1311,1.2854
1744.454,-0.75171,-0.16602,1.26099
1745.373,-0.67896,-0.19092,1.23511
1746.291,-0.61157,-0.22241,1.20679
1747.21,-0.53516,-0.26074,1.18628
1748.129,-0.45117,-0.2915,1.16016
1749.051,-0.37451,-0.31738,1.13818
1749.97,-0.37451,-0.31738,1.13818
1750.889,-0.30029,-0.34448,1.12207
1751.808,-0.22314,-0.37451,1.09668
1752.73,-0.13989,-0.40039,1.06274
1753.649,-0.05493,-0.41699,1.03394
1754.568,0.00732,-0.4353,1.00854
1755.494,0.0835,-0.45508,0.98315
1756.413,0.1748,-0.46216,0.96118
1757.331,0.25806,-0.4668,0.94287
1758.254,0.34546,-0.47119,0.92993
1759.173,0.42456,-0.47266,0.91602
1760.091,0.50049,-0.47266,0.89893
1761.01,0.57715,-0.46753,0.88989
1761.929,0.65747,-0.46338,0.88672
1762.848,0.65747,-0.46338,0.88672
1763.767,0.74048,-0.45947,0.88306
1764.691,0.82349,-0.4458,0.87769
1765.609,0.91333,-0.43335,0.87549
1766.528,1.00684,-0.42627,0.87402
1767.454,1.10034,-0.4187,0.86646
1768.373,1.19336,-0.40649,0.86597
1769.291,1.2959,-0.39844,0.87964
1770.21,1.4187,-0.39258,0.90771
1771.129,1.54907,-0.39551,0.94507
1772.051,1.677,-0.41504,0.98901
1772.97,1.79419,-0.43066,1.03101
1773.889,1.90625,-0.44263,1.05591
1774.808,1.90625,-0.44263,1.05591
1775.73,1.98431,-0.45532,1.06885
1776.649,1.98431,-0.46851,1.08936
1777.568,1.98431,-0.48267,1.11279
1778.494,1.98431,-0.49048,1.12866
1779.413,1.98431,-0.49292,1.13062
1780.331,1.98431,-0.50293,1.11523
1781.254,1.98431,-0.50854,1.08936
1782.173,1.98431,-0.51318,1.04272
1783.091,1.98431,-0.51953,0.98071
1784.01,1.98431,-0.52832,0.9187
1784.929,1.98431,-0.52441,0.83521
1785.848,1.98431,-0.50903,0.7373
1786.767,1.98431,-0.50903,0.7373
1787.691,1.98431,-0.50732,0.6311
1788.609,1.98431,-0.50562,0.51685
1789.528,1.98431,-0.50562,0.39575
1790.454,1.98431,-0.50952,0.26831
1791.373,1.98431,-0.51831,0.14526
1792.291,1.98431,-0.5415,0.00928
1793.21,1.98431,-0.55249,-0.12207
1794.129,1.98431,-0.56079,-0.25366
1795.051,1.98431,-0.58179,-0.4021
1795.97,1.98431,-0.60522,-0.5498
1796.889,1.98431,-0.63379,-0.69116
1797.808,1.98431,-0.65747,-0.83447
1798.73,1.98431,-0.68726,-0.98438
1799.649,1.98431,-0.68726,-0.98438
1800.568,1.98431,-0.72217,-1.13062
1801.494,1.98431,-0.75586,-1.27344
1802.413,1.98431,-0.78638,-1.41431
1803.331,1.98431,-0.8147,-1.54297
1804.254,1.98431,-0.83887,-1.68188
1805.173,1.98431,-0.86279,-1.81665
1806.091,1.98431,-0.89429,-1.92578
1807.01,1.98431,-0.92725,-2.0
1807.929,1.98431,-0.96289,-2.0
1808.848,1.98431,-0.9873,-2.0
1809.767,1.98431,-1.0188,-2.0
1810.691,1.98431,-1.05444,-2.0
1811.609,1.98431,-1.05444,-2.0
1812.528,1.98431,-1.07202,-2.0
1813.454,1.98431,-1.08789,-2.0
1814.373,1.98431,-1.09961,-2.0
1815.291,1.98431,-1.10571,-2.0
1816.21,1.98431,-1.10596,-2.0
1817.129,1.98431,-1.10498,-2.0
1818.051,1.98431,-1.10645,-2.0
1818.97,1.98431,-1.10132,-2.0
1819.889,1.98431,-1.09546,-2.0
1820.808,1.98431,-1.07397,-2.0
1821.73,1.98431,-1.04688,-2.0
1822.649,1.98431,-1.01782,-2.0
1823.568,1.98431,-1.01782,-2.0
1824.494,1.98431,-0.98438,-1.89429
1825.413,1.98431,-0.95972,-1.74756
1826.331,1.98431,-0.93652,-1.59009
1827.254,1.98431,-0.91138,-1.43848
1828.173,1.98431,-0.89087,-1.2937
1829.091,1.98431,-0.87329,-1.15503
1830.01,1.98431,-0.85693,-1.00806
1830.929,1.98431,-0.84741,-0.86914
1831.848,1.98431,-0.82886,-0.74585
1832.767,1.98431,-0.80566,-0.61328
1833.691,1.98431,-0.78442,-0.48169
1834.609,1.98431,-0.76123,-0.35864
1835.528,1.98431,-0.73608,-0.24365
1836.454,1.98431,-0.73608,-0.24365
1837.373,1.98431,-0.71606,-0.12866
1838.291,1.98431,-0.69824,-0.00928
1839.21,1.98431,-0.6814,0.10034
1840.129,1.98431,-0.6665,0.20483
